Mandarin,English
"幸好
xìnghǎo","fortunately
xìnghǎo"
"资金
zījīn","funds
zījīn"
"everybody
everybody","everybody
everybody"
"你現
nǐ xiàn","You now
nǐ xiàn"
"我操
wǒ cào","I speak
wǒ cào"
"谈判
tánpàn","negotiation
tánpàn"
"舔
tiǎn","lick
tiǎn"
"上午
shàngwǔ","morning
shàngwǔ"
"捡
jiǎn","Pick up
jiǎn"
"反而
fǎnér","instead
fǎnér"
"塔克
tǎ kè","Tucker
tǎ kè"
"这辆
zhè liàng","This car
zhè liàng"
"哈里
hālǐ","Harry
hālǐ"
"火箭
huǒjiàn","rocket
huǒjiàn"
"海岸
hǎiàn","coastal
hǎiàn"
"可靠
kěkào","reliable
kěkào"
"英国人
yīngguórén","British
yīngguórén"
"即便
jíbiàn","even if
jíbiàn"
"帅哥
shuàigē","Guy
shuàigē"
"一台
yī tái","A
yī tái"
"好样
hǎo yàng","Well done
hǎo yàng"
"谋杀案
móushāàn","Murder case
móushāàn"
"討厭
tǎoyàn","hate
tǎoyàn"
"碎片
suìpiàn","Fragment
suìpiàn"
"至今
zhìjīn","to date
zhìjīn"
"打中
dǎzhòng","Hit
dǎzhòng"
"ㄠ
ㄠ","ㄠ
ㄠ"
"黑鬼
hēiguǐ","Nigger
hēiguǐ"
"赛
sài","Competition
sài"
"打電話
dǎdiànhuà","Phone
dǎdiànhuà"
"young
young","young
young"
"经营
jīngyíng","Run
jīngyíng"
"使命
shǐmìng","mission
shǐmìng"
"架
jià","frame
jià"
"另一边
lìng yībiān","the other side
lìng yībiān"
"裡
lǐ","in
lǐ"
"一枪
yī qiāng","Shot
yī qiāng"
"孙子
sūnzi","grandson
sūnzi"
"鲨鱼
shāyú","shark
shāyú"
"police
police","police
police"
"通讯
tōngxùn","communication
tōngxùn"
"inside
inside","inside
inside"
"一夜
yī yè","Night
yī yè"
"fnvrinda
fnvrinda","fnvrinda
fnvrinda"
"富有
fùyǒu","rich
fùyǒu"
"调整
tiáozhěng","Adjustment
tiáozhěng"
"进步
jìnbù","progress
jìnbù"
"可悲
kěbēi","sad
kěbēi"
"看出
kànchū","see
kànchū"
"т
т","т
т"
"尺
chǐ","ruler
chǐ"
"偷偷
tōutōu","secretly
tōutōu"
"宝贝儿
bǎobèir","Baby child
bǎobèir"
"下來
xiàlai","Down
xiàlai"
"警报
jǐngbào","alarm
jǐngbào"
"废物
fèiwù","waste
fèiwù"
"寶貝
bǎobèi","baby
bǎobèi"
"吃惊
chījīng","be surprised
chījīng"
"眼
yǎn","eye
yǎn"
"封锁
fēngsuǒ","blockade
fēngsuǒ"
"business
business","business
business"
"amy
amy","amy
amy"
"例如
lìrú","E.g
lìrú"
"稲
dào","Inari
dào"
"路线
lùxiàn","route
lùxiàn"
"诺
nuò","promise
nuò"
"案
àn","case
àn"
"领袖
lǐngxiù","leader
lǐngxiù"
"four
four","four
four"
"足以
zúyǐ","sufficient
zúyǐ"
"行不行
xíng bùxíng","Ok
xíng bùxíng"
"尽可能
jǐnkěnéng","As far as possible
jǐnkěnéng"
"薄
báo","thin
báo"
"老師
lǎoshī","teacher
lǎoshī"
"社区
shèqū","community
shèqū"
"進行
jìnxíng","get on
jìnxíng"
"砰
pēng","boom
pēng"
"嘴里
zuǐlǐ","Mouth
zuǐlǐ"
"抓紧
zhuājǐn","pay close attention
zhuājǐn"
"close
close","close
close"
"嘴巴
zuǐba","mouth
zuǐba"
"谢谢您
xièxie nín","Thank you
xièxie nín"
"扔掉
rēngdiào","Throw away
rēngdiào"
"轨道
guǐdào","track
guǐdào"
"輕
qīng","light
qīng"
"影子
yǐngzi","shadow
yǐngzi"
"动机
dòngjī","motivation
dòngjī"
"这人
zhè rén","This man
zhè rén"
"埃
āi","Angstrom
āi"
"器
qì","Device
qì"
"弹
tán","bomb
tán"
"前来
qiánlái","To come
qiánlái"
"爽
shuǎng","Bright
shuǎng"
"身后
shēnhòu","Behind
shēnhòu"
"死刑
sǐxíng","death penalty
sǐxíng"
"鬆
sōng","loose
sōng"
"醫院
yīyuàn","hospital
yīyuàn"
"糖果
tángguǒ","candy
tángguǒ"
"second
second","second
second"
"赶上
gǎnshàng","catch up
gǎnshàng"
"呐
nà","Na
nà"
"山上
shānshàng","Mountains
shānshàng"
"打扫
dǎsǎo","clean
dǎsǎo"
"萨姆
sà mǔ","Sam
sà mǔ"
"睡不着
shuì bùzháo","Can not sleep
shuì bùzháo"
"person
person","person
person"
"格斯
gé sī","Gus
gé sī"
"助手
zhùshǒu","assistant
zhùshǒu"
"单
dān","single
dān"
"克拉
kèlā","carat
kèlā"
"选举
xuǎnjǔ","election
xuǎnjǔ"
"所在
suǒzài","Where
suǒzài"
"感动
gǎndòng","Moving
gǎndòng"
"萨拉
sà lā","Sarah
sà lā"
"comment
comment","comment
comment"
"等不及
děngbùjí","Can not wait
děngbùjí"
"拿下
náxià","Won
náxià"
"哪位
na wèi","Which
na wèi"
"mark
mark","mark
mark"
"幫忙
bāngmáng","help
bāngmáng"
"摄像机
shèxiàngjī","Video camera
shèxiàngjī"
"主题
zhǔtí","theme
zhǔtí"
"来过
lái guo","came
lái guo"
"标志
biāozhì","Mark
biāozhì"
"天上
tiānshàng","Heavenly
tiānshàng"
"我求
wǒ qiú","I beg
wǒ qiú"
"危險
wēixiǎn","Danger
wēixiǎn"
"据
jū","according to
jū"
"平安
píngān","Ping An
píngān"
"懦夫
nuòfū","coward
nuòfū"
"玩玩
wán wán","Play
wán wán"
"ﻔ
ﻔ","ف
ف"
"狦
shān","Shan
shān"
"巴士
bāshì","Bus
bāshì"
"暗示
ànshì","Imply
ànshì"
"比賽
bǐsài","game
bǐsài"
"再有
zài yǒu","also
zài yǒu"
"探长
tànzhǎng","Detective Inspector
tànzhǎng"
"昨天晚上
zuótiān wǎnshang","last night
zuótiān wǎnshang"
"油
yóu","oil
yóu"
"不妙
bùmiào","Anything but reassuring
bùmiào"
"こ
こ","Ko
Ko"
"走向
zǒuxiàng","Strike
zǒuxiàng"
"图书馆
túshūguǎn","library
túshūguǎn"
"公爵
gōngjué","Duke
gōngjué"
"ö
ö","ö
ö"
"成绩
chéngjì","Achievement
chéngjì"
"两分钟
liǎng fēnzhōng","Two minutes
liǎng fēnzhōng"
"reference
reference","reference
reference"
"word
word","word
word"
"一共
yīgòng","Altogether
yīgòng"
"做得好
zuò dé hǎo","well done
zuò dé hǎo"
"这帮
zhè bāng","Gang
zhè bāng"
"行事
xíngshì","Conduct
xíngshì"
"最初
zuìchū","initial
zuìchū"
"不成
bùchéng","Is not
bùchéng"
"好痛
hǎo tòng","it hurts
hǎo tòng"
"下令
xiàlìng","Ordered
xiàlìng"
"造
zào","Make
zào"
"薪水
xīnshuǐ","salary
xīnshuǐ"
"gun
gun","gun
gun"
"查看
chákàn","View
chákàn"
"读书
dúshū","reading
dúshū"
"hit
hit","hit
hit"
"可疑
kěyí","suspicious
kěyí"
"清除
qīngchú","Remove
qīngchú"
"soon
soon","soon
soon"
"慢慢来
mànmànlái","Take it easy
mànmànlái"
"要来
yào lái","To come
yào lái"
"转过
zhuàn guo","Turned
zhuàn guo"
"快来
kuài lái","Come
kuài lái"
"季
jì","season
jì"
"霍华德
huòhuádé","Howard
huòhuádé"
"幽灵
yōulíng","ghost
yōulíng"
"party
party","party
party"
"基因
jīyīn","gene
jīyīn"
"岆
yǎo","Yao
yǎo"
"皇上
huángshang","emperor
huángshang"
"大厅
dàtīng","hall
dàtīng"
"福
fú","blessing
fú"
"仓库
cāngkù","warehouse
cāngkù"
"贴
tiē","paste
tiē"
"大小
dàxiǎo","size
dàxiǎo"
"makes
makes","makes
makes"
"升
shēng","Rise
shēng"
"body
body","body
body"
"荣耀
róngyào","glory
róngyào"
"胡扯
húchě","Baloney
húchě"
"今
jīn","this
jīn"
"按摩
ànmó","massage
ànmó"
"气味
qìwèi","odor
qìwèi"
"君
jūn","Monarch
jūn"
"sit
sit","sit
sit"
"夜
yè","night
yè"
"小男孩
xiǎo nánhái","little boy
xiǎo nánhái"
"給你
gěi nǐ","Give you
gěi nǐ"
"足球
zúqiú","football
zúqiú"
"深呼吸
shēn hū xī","Take a deep breath
shēn hū xī"
"守
shǒu","Shou
shǒu"
"行星
xíngxīng","planet
xíngxīng"
"怪兽
guàishòu","Monster
guàishòu"
"始终
shǐzhōng","Always
shǐzhōng"
"stand
stand","stand
stand"
"deal
deal","deal
deal"
"身为
shēnwéi","As a
shēnwéi"
"story
story","story
story"
"透露
tòulù","disclose
tòulù"
"杯子
bēizi","cup
bēizi"
"罪名
zuìmíng","Accusation
zuìmíng"
"州长
zhōuzhǎng","Governor
zhōuzhǎng"
"難
nán","difficult
nán"
"阿曼
Āmàn","Oman
Āmàn"
"收回
shōuhuí","Withdraw
shōuhuí"
"膝盖
xīgài","knee
xīgài"
"danny
danny","danny
danny"
"党
dǎng","party
dǎng"
"猎人
lièrén","hunter
lièrén"
"受欢迎
shòuhuānyíng","popular
shòuhuānyíng"
"简
jiǎn","simple
jiǎn"
"excuse
excuse","excuse
excuse"
"姓名
xìngmíng","Full name
xìngmíng"
"样
yàng","kind
yàng"
"probably
probably","probably
probably"
"异常
yìcháng","abnormal
yìcháng"
"談談
tántán","Talk about
tántán"
"埃及
Āījí","Egypt
Āījí"
"官员
guānyuán","Officer
guānyuán"
"军事
jūnshì","military
jūnshì"
"hands
hands","hands
hands"
"工资
gōngzī","wage
gōngzī"
"魔
mó","magic
mó"
"新人
xīnrén","New personality
xīnrén"
"科尔
kēěr","Kohl
kēěr"
"从小
cóngxiǎo","From childhood
cóngxiǎo"
"没能
méi néng","could not
méi néng"
"河
hé","River
hé"
"贝克
bèikè","Baker
bèikè"
"切断
qiēduàn","Cutting off
qiēduàn"
"跪下
guìxia","Knelt down and
guìxia"
"蹤
zōng","trace
zōng"
"轻易
qīngyì","easily
qīngyì"
"万美元
mò měiyuán","Ten thousand U.S. dollars
mò měiyuán"
"扶
fú","help
fú"
"这项
zhèxiàng","this
zhèxiàng"
"伊甸园
yīdiànyuán","Garden of Eden
yīdiànyuán"
"一阵子
yīzhènzi","for a while
yīzhènzi"
"友好
yǒuhǎo","friendly
yǒuhǎo"
"兒
ér","child
ér"
"明年
míngnián","next year
míngnián"
"帝
dì","emperor
dì"
"means
means","means
means"
"展开
zhǎnkāi","Expansion
zhǎnkāi"
"北方
běifāng","north
běifāng"
"談
tán","talk
tán"
"娘
niáng","mother
niáng"
"十
shí","ten
shí"
"突破
tūpò","breakthrough
tūpò"
"狮子
shīzi","lion
shīzi"
"以下
yǐxià","the following
yǐxià"
"震惊
zhènjīng","Shock
zhènjīng"
"小姑娘
xiǎo gū niáng","Girl
xiǎo gū niáng"
"宽恕
kuānshù","forgive
kuānshù"
"摄像头
shèxiàngtóu","camera
shèxiàngtóu"
"serif
serif","serif
serif"
"出席
chūxí","attend
chūxí"
"電影
diànyǐng","the film
diànyǐng"
"严肃
yánsù","serious
yánsù"
"友谊
yǒuyì","friendship
yǒuyì"
"这块
zhè kuài","This
zhè kuài"
"贼
zéi","thief
zéi"
"表
biǎo","table
biǎo"
"搜
sōu","Search
sōu"
"味
wèi","taste
wèi"
"妞
niū","little girl
niū"
"格雷
géléi","Gray
géléi"
"整個
zhěnggè","entire
zhěnggè"
"继承
jìchéng","inherit
jìchéng"
"推荐
tuījiàn","recommend
tuījiàn"
"几周
jǐ zhōu","A few weeks
jǐ zhōu"
"社长
shèzhǎng","President
shèzhǎng"
"琼斯
qióngsī","Jones
qióngsī"
"晚点
wǎndiǎn","late
wǎndiǎn"
"奇妙
qímiào","wonderful
qímiào"
"车祸
chēhuò","Traffic accident
chēhuò"
"計劃
jìhuà","plan
jìhuà"
"苏珊
sūshān","Susan
sūshān"
"顾问
gùwèn","consultant
gùwèn"
"别哭
biè kū","Do not cry
biè kū"
"猭
yuán","ape
yuán"
"承担
chéngdān","bear
chéngdān"
"est
est","est
est"
"chance
chance","chance
chance"
"game
game","game
game"
"ma
ma","ma
ma"
"预备
yùbèi","preparation
yùbèi"
"剛剛
gānggang","just
gānggang"
"总监
zǒngjiān","Director
zǒngjiān"
"明
míng","Bright
míng"
"一小
yī xiǎo","one small
yī xiǎo"
"吉
jí","Lucky
jí"
"我错
wǒ cuò","me fault
wǒ cuò"
"杀人犯
shārénfàn","murderer
shārénfàn"
"看著
kàn zhù","Watching
kàn zhù"
"相爱
xiāngài","Love
xiāngài"
"丛林
cónglín","jungle
cónglín"
"假期
jiàqī","Holiday
jiàqī"
"播放
bōfàng","Broadcast
bōfàng"
"撑
chēng","support
chēng"
"接吻
jiēwěn","kiss
jiēwěn"
"讽
fěng","Satirize
fěng"
"数
shǔ","number
shǔ"
"仅供
jǐngōng","Only
jǐngōng"
"月球
yuèqiú","Moon
yuèqiú"
"厨师
chúshī","chef
chúshī"
"半小时
bànxiǎoshí","half an hour
bànxiǎoshí"
"v
v","v
v"
"沿着
yánzhe","Down
yánzhe"
"收入
shōurù","income
shōurù"
"得知
dézhī","Learn
dézhī"
"冰淇淋
bīngqílín","ice cream
bīngqílín"
"事實
shìshí","fact
shìshí"
"照看
zhàokàn","Take care
zhàokàn"
"脆弱
cuìruò","fragile
cuìruò"
"数量
shùliàng","Quantity
shùliàng"
"沮丧
jǔsàng","Depression
jǔsàng"
"总算
zǒngsuàn","Finally
zǒngsuàn"
"樣子
yàngzi","Appearance
yàngzi"
"意志
yìzhì","will
yìzhì"
"亦
yì","also
yì"
"一团糟
yītuánzāo","Mess
yītuánzāo"
"gave
gave","gave
gave"
"每周
měizhōu","weekly
měizhōu"
"贝尔
bèiěr","Bell
bèiěr"
"making
making","making
making"
"铁
tiě","iron
tiě"
"fnms
fnms","fnms
fnms"
"基金
jījīn","fund
jījīn"
"工程
gōngchéng","engineering
gōngchéng"
"fire
fire","fire
fire"
"自行车
zìxíngchē","bicycle
zìxíngchē"
"咱俩
zánliǎ","We two
zánliǎ"
"仔
zǐ","kid
zǐ"
"周六
zhōuliù","on Saturday
zhōuliù"
"逃离
táolí","get away
táolí"
"任
rén","Any
rén"
"固定
gùdìng","fixed
gùdìng"
"摇滚
yáogǔn","Rock
yáogǔn"
"書
shū","book
shū"
"ǎ
ǎ","ǎ
ǎ"
"勒
lēi","Le
lēi"
"食品
shípǐn","food
shípǐn"
"參加
cānjiā","participate
cānjiā"
"產
chǎn","Property
chǎn"
"约定
yuēdìng","Promise
yuēdìng"
"坏蛋
huàidàn","Scoundrel
huàidàn"
"different
different","different
different"
"伊拉克
yīlākè","Iraq
yīlākè"
"体验
tǐyàn","Experience
tǐyàn"
"业务
yèwù","business
yèwù"
"吃晚饭
chī wǎnfàn","have dinner
chī wǎnfàn"
"岩石
yánshí","rock
yánshí"
"bill
bill","bill
bill"
"武士
wǔshì","warrior
wǔshì"
"征服
zhēngfú","conquer
zhēngfú"
"身材
shēncái","figure
shēncái"
"查出
cháchū","find out
cháchū"
"chris
chris","chris
chris"
"啊哈
á hǎ","Aha
á hǎ"
"上司
shàngsi","boss
shàngsi"
"考虑一下
kǎolǜ yīxià","think about it
kǎolǜ yīxià"
"复活
fùhuó","resurrection
fùhuó"
"感冒
gǎnmào","cold
gǎnmào"
"之所以
zhīsuǒyǐ","The reason
zhīsuǒyǐ"
"相互
xiānghù","mutual
xiānghù"
"娃娃
wáwa","doll
wáwa"
"怎能
zěnnéng","How
zěnnéng"
"小屋
xiǎowū","cabin
xiǎowū"
"入口
rùkǒu","Entrance
rùkǒu"
"精灵
jīnglíng","Genius
jīnglíng"
"般
bān","Sort
bān"
"程
chéng","Journey
chéng"
"做法
zuòfǎ","practice
zuòfǎ"
"冲动
chōngdòng","impulse
chōngdòng"
"jake
jake","jake
jake"
"聚集
jùjí","Gather
jùjí"
"遭受
zāoshòu","suffer
zāoshòu"
"ﻻ
ﻻ","لا
لا"
"george
george","george
george"
"老虎
lǎohǔ","tiger
lǎohǔ"
"开个
kāi gè","Open
kāi gè"
"声明
shēngmíng","statement
shēngmíng"
"人去
rén qù","People go
rén qù"
"side
side","side
side"
"赌场
dǔchǎng","casino
dǔchǎng"
"图
tú","Map
tú"
"荒唐
huāngtáng","absurd
huāngtáng"
"cut
cut","cut
cut"
"奶油
nǎiyóu","cream
nǎiyóu"
"政策
zhèngcè","policy
zhèngcè"
"林肯
línkěn","Lincoln
línkěn"
"值
zhí","value
zhí"
"残酷
cánkù","cruel
cánkù"
"职位
zhíwèi","position
zhíwèi"
"注
zhù","Note
zhù"
"包裹
bāoguǒ","package
bāoguǒ"
"科技
kējì","Science and Technology
kējì"
"坟墓
fénmù","grave
fénmù"
"基督
jīdū","Christ
jīdū"
"處理
chǔlǐ","deal with
chǔlǐ"
"气氛
qìfēn","atmosphere
qìfēn"
"夸张
kuāzhāng","exaggeration
kuāzhāng"
"搞清楚
gǎo qīng chǔ","Clear
gǎo qīng chǔ"
"这笔
zhè bǐ","This
zhè bǐ"
"出手
chūshǒu","Shot
chūshǒu"
"计算
jìsuàn","Compute
jìsuàn"
"好久不见
hǎojiǔbujiàn","long time no see
hǎojiǔbujiàn"
"迷失
míshī","Lost
míshī"
"老二
lǎoèr","Her second child
lǎoèr"
"吓人
xià rén","Scary
xià rén"
"开放
kāifàng","open
kāifàng"
"有名
yǒumíng","famous
yǒumíng"
"患者
huànzhě","patient
huànzhě"
"被迫
bèipò","Forced
bèipò"
"free
free","free
free"
"性格
xìnggé","character
xìnggé"
"更大
gèngdà","Bigger
gèngdà"
"秀
xiù","Beautiful
xiù"
"民主
mínzhǔ","democracy
mínzhǔ"
"happen
happen","happen
happen"
"lord
lord","lord
lord"
"mm
mm","mm
mm"
"crazy
crazy","crazy
crazy"
"崇拜
chóngbài","worship
chóngbài"
"全体
quántǐ","All
quántǐ"
"毫无疑问
háowúyíwèn","no doubt
háowúyíwèn"
"或許
huòxǔ","perhaps
huòxǔ"
"说起
shuōqǐ","Speaking
shuōqǐ"
"呗
bei","chant
bei"
"一百
yī bǎi","hundred
yī bǎi"
"巧合
qiǎohé","coincidence
qiǎohé"
"闹
nào","Noisy
nào"
"会儿
huì ér","While
huì ér"
"使得
shǐde","Make
shǐde"
"小小
xiǎoxiǎo","Small
xiǎoxiǎo"
"white
white","white
white"
"阿里
Ālǐ","Ali
Ālǐ"
"圣诞老人
shèngdànlǎorén","Santa Claus
shèngdànlǎorén"
"taking
taking","taking
taking"
"西方
xīfāng","West
xīfāng"
"草
cào","grass
cào"
"遇上
yù shàng","Encounter
yù shàng"
"亲吻
qīnwěn","kiss
qīnwěn"
"一晚
yī wǎn","one night
yī wǎn"
"ray
ray","ray
ray"
"除掉
chúdiào","Get rid of
chúdiào"
"平民
píngmín","civilian
píngmín"
"蟺
shàn","Chan
shàn"
"一艘
yī sōu","One
yī sōu"
"日记
rìjì","diary
rìjì"
"纹身
wénshēn","Tattoo
wénshēn"
"加速
jiāsù","accelerate
jiāsù"
"西装
xīzhuāng","Suit
xīzhuāng"
"这来
zhè lái","This is
zhè lái"
"直
zhí","straight
zhí"
"ms
ms","ms
ms"
"玡
yá","Ya
yá"
"minutes
minutes","minutes
minutes"
"school
school","school
school"
"沉默
chénmò","silence
chénmò"
"会面
huìmiàn","meet
huìmiàn"
"小队
xiǎo duì","Squad
xiǎo duì"
"告知
gàozhī","inform
gàozhī"
"大道
dàdào","Avenue
dàdào"
"け
け","Ke
Ke"
"原來
yuánlái","original
yuánlái"
"此刻
cǐkè","now
cǐkè"
"祷告
dǎogào","prayer
dǎogào"
"太迟
tài chí","Too late
tài chí"
"supposed
supposed","supposed
supposed"
"身體
shēntǐ","body
shēntǐ"
"亲密
qīnmì","close
qīnmì"
"白宫
báigōng","White House
báigōng"
"迹象
jìxiàng","sign
jìxiàng"
"永遠
yǒngyuǎn","forever and always
yǒngyuǎn"
"会来
huì lái","will come
huì lái"
"摔
shuāi","fall
shuāi"
"获取
huòqǔ","Obtain
huòqǔ"
"位子
wèizi","seat
wèizi"
"真理
zhēnlǐ","truth
zhēnlǐ"
"赶走
gǎnzǒu","Drive away
gǎnzǒu"
"整整
zhěngzhěng","full
zhěngzhěng"
"竒
qí","Qi
qí"
"首相
shǒuxiàng","prime minister
shǒuxiàng"
"辩护
biànhù","defend
biànhù"
"标记
biāojì","mark
biāojì"
"街头
jiētóu","street
jiētóu"
"stuff
stuff","stuff
stuff"
"写信
xiěxìn","write a letter
xiěxìn"
"等候
děnghòu","waiting
děnghòu"
"ρ
ρ","ρ
ρ"
"blood
blood","blood
blood"
"祖母
zǔmǔ","grandmother
zǔmǔ"
"导师
dǎoshī","tutor
dǎoshī"
"美的
měidí","beautiful
měidí"
"water
water","water
water"
"国会
guóhuì","Congress
guóhuì"
"against
against","against
against"
"easy
easy","easy
easy"
"桌上
zhuō shàng","Table
zhuō shàng"
"才刚
cái gāng","Just
cái gāng"
"沃尔特
wò ěr tè","Walter
wò ěr tè"
"蓝
lán","blue
lán"
"小事
xiǎoshì","Little things
xiǎoshì"
"亲手
qīnshǒu","personally
qīnshǒu"
"原则
yuánzé","in principle
yuánzé"
"safe
safe","safe
safe"
"beautiful
beautiful","beautiful
beautiful"
"位于
wèiyú","lie in
wèiyú"
"听过
tīng guo","Heard
tīng guo"
"南
nán","south
nán"
"少年
shàonián","juvenile
shàonián"
"博物馆
bówùguǎn","museum
bówùguǎn"
"學校
xuéxiào","school
xuéxiào"
"发挥
fāhuī","Exert
fāhuī"
"策略
cèlüè","Tactics
cèlüè"
"玛利亚
mǎlìyà","Maria
mǎlìyà"
"不爽
bùshuǎng","accurate
bùshuǎng"
"第五
dìwǔ","fifth
dìwǔ"
"哪些
nǎxiē","What
nǎxiē"
"不明
bùmíng","unknown
bùmíng"
"祖父
zǔfù","grandfather
zǔfù"
"times
times","times
times"
"somebody
somebody","somebody
somebody"
"燃料
ránliào","fuel
ránliào"
"价钱
jiàqian","price
jiàqian"
"口气
kǒuqì","Tone
kǒuqì"
"迟
chí","late
chí"
"bye
bye","bye
bye"
"珠宝
zhūbǎo","Jewelry
zhūbǎo"
"无论是
wúlùn shì","Whether it is
wúlùn shì"
"mary
mary","mary
mary"
"set
set","set
set"
"having
having","having
having"
"解放
jiěfàng","liberation
jiěfàng"
"好听
hǎotīng","Nice
hǎotīng"
"今天下午
jīntiān xiàwǔ","This afternoon
jīntiān xiàwǔ"
"尽头
jìntóu","End
jìntóu"
"皇家
huángjiā","Royal
huángjiā"
"场景
chǎngjǐng","Scenes
chǎngjǐng"
"来不及
láibují","Too late
láibují"
"金子
jīnzi","Gold
jīnzi"
"米勒
mǐ lēi","Miller
mǐ lēi"
"纸
zhǐ","paper
zhǐ"
"感谢上帝
gǎnxiè shàngdì","Thank God
gǎnxiè shàngdì"
"鲍比
bào bì","Bobby
bào bì"
"现代
xiàndài","modern
xiàndài"
"兵
bīng","Soldiers
bīng"
"家乡
jiāxiāng","hometown
jiāxiāng"
"乔伊
qiáo yī","Joey
qiáo yī"
"移民
yímín","Immigrant
yímín"
"light
light","light
light"
"好几个
hǎojǐ gè","many
hǎojǐ gè"
"起码
qǐmǎ","at least
qǐmǎ"
"小時
xiǎoshí","hour
xiǎoshí"
"狗娘养
gǒu niáng yǎng","Son of a bitch
gǒu niáng yǎng"
"数学
shùxué","mathematics
shùxué"
"猎物
lièwù","prey
lièwù"
"全力
quánlì","Full
quánlì"
"贵
guì","expensive
guì"
"来得
láide","Came
láide"
"出名
chūmíng","famous
chūmíng"
"shut
shut","shut
shut"
"锁定
suǒdìng","locking
suǒdìng"
"火星
huǒxīng","Mars
huǒxīng"
"作证
zuòzhèng","testify
zuòzhèng"
"本该
běn gāi","should be
běn gāi"
"依靠
yīkào","rely
yīkào"
"shot
shot","shot
shot"
"team
team","team
team"
"仆人
púrén","servant
púrén"
"这么晚
zhème wǎn","so late
zhème wǎn"
"望
wàng","hope
wàng"
"我先
wǒ xiān","I first
wǒ xiān"
"机密
jīmì","confidential
jīmì"
"总有
zǒngyǒu","always
zǒngyǒu"
"亲戚
qīnqi","relative
qīnqi"
"疼痛
téngtòng","pain
téngtòng"
"非得
fēiděi","Have to
fēiděi"
"大伙
dàhuǒ","Everyone
dàhuǒ"
"带回
dàihuí","Brought back
dàihuí"
"丢脸
diūliǎn","Humiliation
diūliǎn"
"medium
medium","medium
medium"
"缺乏
quēfá","lack of
quēfá"
"moment
moment","moment
moment"
"牛排
niúpái","steak
niúpái"
"级
jí","level
jí"
"苏格兰
sūgélán","Scotland
sūgélán"
"女神
nǚshén","goddess
nǚshén"
"國家
guójiā","country
guójiā"
"法案
fǎàn","bill
fǎàn"
"喝茶
hēchá","Tea
hēchá"
"亚瑟
yàsè","Arthur
yàsè"
"蕾
lěi","bud
lěi"
"howard
howard","howard
howard"
"ぇ
ぇ","ぇ
ぇ"
"咱們
zánmen","we
zánmen"
"载
zài","Load
zài"
"物质
wùzhì","substance
wùzhì"
"优势
yōushì","Advantage
yōushì"
"吉他
jítā","guitar
jítā"
"trust
trust","trust
trust"
"服装
fúzhuāng","clothing
fúzhuāng"
"难怪
nánguài","No wonder
nánguài"
"从此
cóngcǐ","Since then,
cóngcǐ"
"question
question","question
question"
"星期五
xīngqīwǔ","Friday
xīngqīwǔ"
"聲音
shēngyīn","sound
shēngyīn"
"哪有
na yǒu","How can
na yǒu"
"留着
liú zhe","Retention
liú zhe"
"打过
dǎ guo","Played
dǎ guo"
"遥远
yáoyuǎn","distant
yáoyuǎn"
"jimmy
jimmy","jimmy
jimmy"
"听不懂
tīngbudǒng","Do not understand
tīngbudǒng"
"fnstkaiti
fnstkaiti","fnstkaiti
fnstkaiti"
"好象
hǎoxiàng","Seems
hǎoxiàng"
"力
lì","force
lì"
"吓死
xià sǐ","Scared to death
xià sǐ"
"jim
jim","jim
jim"
"石油
shíyóu","oil
shíyóu"
"坏消息
huài xiāoxi","bad news
huài xiāoxi"
"诞生
dànshēng","Born
dànshēng"
"再也不会
zàiyě bùhuì","Never again
zàiyě bùhuì"
"ﺇ
ﺇ","إ
إ"
"那小子
nà xiǎozi","That kid
nà xiǎozi"
"黄
huáng","yellow
huáng"
"剪
jiǎn","Shears
jiǎn"
"粉丝
fěnsī","Fans
fěnsī"
"蜘蛛
zhīzhū","spider
zhīzhū"
"沒人
méi rén","no one
méi rén"
"海边
hǎibiān","seaside
hǎibiān"
"纪念
jìniàn","commemorate
jìniàn"
"真有
zhēn yǒu","Really
zhēn yǒu"
"广播
guǎngbō","broadcast
guǎngbō"
"default
default","default
default"
"英格兰
yīnggélán","England
yīnggélán"
"平衡
pínghéng","balance
pínghéng"
"仿佛
fǎngfú","as if
fǎngfú"
"波士顿
bōshìdùn","Boston
bōshìdùn"
"圣诞快乐
shèngdànkuàilè","Merry Christmas
shèngdànkuàilè"
"头儿
tóur","Head
tóur"
"hurt
hurt","hurt
hurt"
"详细
xiángxì","detailed
xiángxì"
"mine
mine","mine
mine"
"戴夫
dài fū","Dave
dài fū"
"无意
wúyì","Accidental
wúyì"
"查克
chá kè","Chuck
chá kè"
"手術
shǒushù","surgery
shǒushù"
"安德鲁
Āndélǔ","Andrew
Āndélǔ"
"本地
běndì","local
běndì"
"做饭
zuòfàn","Cooking
zuòfàn"
"费用
fèiyòng","cost
fèiyòng"
"ウ
ウ","Dow
Dow"
"half
half","half
half"
"不许动
bùxǔ dòng","Freeze
bùxǔ dòng"
"酱
jiàng","sauce
jiàng"
"凯尔
kǎi ěr","Kyle
kǎi ěr"
"上场
shàngchǎng","Play
shàngchǎng"
"心意
xīnyì","Mind
xīnyì"
"情形
qíngxing","situation
qíngxing"
"姐
jiě","sister
jiě"
"胡说八道
húshuōbādào","Bullshit
húshuōbādào"
"纳
nà","Accept
nà"
"手表
shǒubiǎo","Watch
shǒubiǎo"
"赞成
zànchéng","Approval
zànchéng"
