、,","
悪女,Ugly woman
アカ,Red
寒気,cold
アトランティック,Atlantic
分厚,Buatsu
作田,Sakuta
防空,air defense
一寸,An inch
気狂い,Crazy
散布,Dissemination
気づけ,I noticed
立ちはだか,Tachihadaka
下劣,Vulgar
聖歌,chant
原爆,Atomic bomb
女子供,Women and children
楽屋,dressing room
加勢,Helping
医局,Medical office
取引き,Dealings
通販,mail order
生み,Birth
出社,Arrival
解像,Resolution
門限,curfew
アンネ,Anne
不況,recession
投げ入れ,Throw
旧式,Old style
着水,Touchdown
ナウアー,Naua
推奨,Recommendation
広がり,spread
夜食,Supper
関東,Kanto
理恵,Rie
アデーレ,Adele
応戦,Fight back
エクスペリアームス,Aix Peri Arms
同乗,Riding together
アイデンティティ,identity
声援,Encouragement
後ろめた,Guilty
つきあい,Socializing
窓際,At the window
言いな,Do not say
現像,developing
ミネアポリス,Minneapolis
鈍的,Blunt
た〜,It was ~
霊安,Spirit depreciation
付き物,Accompaniment
北欧,Northern Europe
移せ,Utsuse
中西部,Midwest
肉親,Blood relative
分娩,delivery
初代,Founder
工科,Institute of Technology
代わりだ,But instead
大国,Major powers
真次,True next
突き進,Thrust advance
異母,Different mother
硬直,Rigor
余興,entertainment
衆,Masses
港湾,Harbor
軍医,The surgeon
大石,Oishi
高飛び,High jump
足場,scaffold
小姐,Small maid
朝比奈,Asahina
付添,Attendant
日課,Daily routine
天界,Heaven
拍子,Beat
異状,Abnormality
長女,Eldest daughter
アフカミ,Afukami
閉所,Confined Space
下顎,lower jaw
現に,Actually
全軍,Army
偏向,deflection
数式,Numerical formula
受験,Entrance exam
本位,Oriented
海中,Sea
編隊,formation
流せ,Flowed
銀色,Silver color
気管,trachea
土台,Foundation
ウィドゥモア,Widumoa
朝日,Morning sun
図形,Figure
１番,No. 1
ろ過,Filtration
大幅,Significantly
非凡,Extraordinary
耳元,Ear
気色,Mood
膳立て,Instrumented
言葉遣い,wording
敬愛,Respect and affection
着実,steady
星条,Hoshijo
太刀打ち,Crossing swords
総力,Total Power
係官,Officials
サイアク,Worst
海域,Ocean area
トラキア,Thrace
ブルジェリア,Burujeria
紫色,purple
領,Ryo
美貌,beauty
敷設,Laying
切り口,Cut end
屋言,Ya saying
母国語,Mother tongue
君子,Man of virtue
戦地,Battleground
誤認,Mistaking
電極,electrode
付属,Associated
図星,Zuboshi
未然,Before it happens
引っ込め,Retracted
造り,Structure
観覧,Viewing
境,Border
一式,Complete set
秋山,Akiyama
強打,Whack
アザラシ,seal
手直し,Rework
詰め物,Stuffing
正装,Full dress
常軌,Proper course
人選,Personnel selection
森本,Morimoto
押し上げ,The push-up
国々,Countries
入門,getting started
アソーカ,Ahsoka
乗り移,Noriutsu
菜食,Vegetarian diet
吸い上げ,Sucked up
本命,favorite
調停,arbitration
取り除け,Get rid
心境,Mental state
休職,Leave of absence
太田,Ota
転向,Conversion
船上,Shipboard
遺,Heritage
塩素,chlorine
力ずく,Brute force
眷属,Kin
液化,Liquefaction
近況,Recent state
歯向か,Suited teeth
塩水,brine
松明,The torch
賞品,prize
朗読,Recitation
アワー,Hour
和人,Kazuto
降り注,Take Note
見受け,Found
劣化,deterioration
法王,pope
大豆,soy
水軍,Suigun
老化,Aging
定,Constant
内装,Interior
共生,Symbiosis
サルドュア,Sarudoyua
計器,Meter
鼻水,Nasal discharge
反感,Antipathy
アリアス,Arias
アシタカ,Ashitaka
気付き,Notice
一丸,Ichimaru
藤原,Fujiwara
村長,Village headman
三島,Mishima
重んじ,Respected
愛称,Pet name
鉄槌,Hammer
淫乱,Lewdness
もみ消,Fir consumption
下去,Removed by under
カンボジア,Cambodia
殺傷,Killing
愛犬,Pet dog
頃合い,Suitable time
債権,Credit
土壇場,Last moment
天職,calling
ディアズ,Diaz
冬美,Fuyumi
時ー,Hotkey
赤色,red
育児,Child care
小七,Small seven
下流,downstream
アルカトラズ,Alcatraz
歴代,Successive generations
合わん,Meet you
国語,National language
砂州,reef
自答,Own answer
学術,Science
間中,During
会食,Dining together
引き離せ,Pulled away
不具,Cripple
エストニア,Estonia
主権,sovereignty
解離,dissociation
総会,The General Assembly
味噌,miso
粘着,Adhesion
白黒,Black-and-white
目立ち,Noticeable
針金,wire
開幕,Opening
乱射,Random shooting
伝承,Lore
送りこ,Come Feed
洗い物,Washing dishes
発熱,Generation of heat
高温,high temperature
貫太,NukiFutoshi
王朝,dynasty
聖徒,Saints
ブロデューア,Brodeur
名手,Expert
アンリ,Henri
年収,annual income
肩書,title
飲食,Food and drink
無二,The one and
下車,Alighting
石ころ,Stone
主観,Subjectivity
航法,navigation
幸先,Good omen
あっちこっち,here and there
熱源,Heat source
用心棒,Bodyguard
リトアニア,Lithuania
アウン・サン・スー・チー,Aung San Suu Kyi
貼り付け,pasting
強者,The strong
固有,Characteristic
長田,Nagata
工夫,Device
縛り上げ,Tied up
回り込,Around write
山椒,Japanese pepper
閉館,Closed
仕上が,Finish
指針,Guideline
あいまい,Ambiguity
無情,Heartlessness
引きこも,Hikikomo
富裕,Wealth
受理,Acceptance
焚き火,Bonfire
信管,fuse
言いふら,Dumped say
山頂,Summit
署内,The police station
威張,Iba
テリア,Terrier
聞き飽き,Tired of hearing
台風,typhoon
イシルドゥア,Isildur
山岳,Mountain
コメディアン,comedian
手がけ,Worked
グアンタナモ,Guantanamo
やり合,To do if
決戦,Decisive battle
アンチ,Anti
辞書,dictionary
不備,Inadequacy
甲状,Thyroid
代用,Substitution
アイツラ,Aitsura
理念,Idea
話合,Hanashigo
大雨,heavy rain
山登り,Mountain-climbing
置場,Yard
朝一,Tomokazu
大嘘,a big lie
軍艦,Warship
母神,Mother of God
利子,interest
全機,All aircraft
アット,at
移り,Move
空売り,Short sales
平安,peace
湿度,The humidity
不穏,Unrest
猟師,Hunter
査察,inspection
口ぶり,Caliber
持ち込み,Bringing
アンジュロ,Anjuro
现在,Currently
隠し持,Hidden equity
紀元,A.D.
物狂い,Insane person
美鈴,Misuzu
知り合え,Get to know
い物,There products
宿主,Host
引き締め,Tightening
上野,Ueno
土方,Hijikata
アブダビ,Abu Dhabi
石灰,lime
空き地,Vacant
行く手,Way
宣教,Missions
雑種,hybrid
無しか,Or without
惨殺,Murder
疎通,Mutual understanding
一休み,Rest
アルベリヒ,Alberich
学部,Undergraduate
防腐,Preservation
並び,Row
人柄,personality
推力,Thrust
重複,Duplication
ひと目,A glance
手当たり,Randomly
花果,Hanahate
アミール,Amir
後釜,Successor
足りん,Do enough
陶器,Pottery
手腕,Ability
先回り,Forestalling
カーネリアン,Carnelian
口髭,Mustache
ボロミア,Boromir
バア,Baa
拙者,I
マケドニア,Macedonia
猿人,Ape-man
試食,Tasting
踏ん張,Funba
アルマジロ,armadillo
向かい合,Opposite case
サファイア,sapphire
採点,Grading
遺棄,abandonment
手引,guidance
務ま,Tsutomuma
求人,Job openings
アルプス,Alps
急落,Sudden drop
駐在,Residence
提灯,Paper lantern
アリサー,Arisa
鼻歌,humming
要人,VIPs
アトウッド,Atwood
取り巻き,Entourage
受けれ,It has been received
ロシアン,Russian
引渡し,delivery
生まれ育,Born in education
大帝,Great
御前,Gozen
慣習,Convention
サウジアラビア,Saudi Arabia
真っ青,deep blue
ユリアス,Julian
山々,Many mountains of
風呂場,Bathroom
日時,Date and time
小銃,rifle
多め,Generous
五十,Fifty
サンアントニオ,San Antonio
停学,Suspension from school
恩義,obligation
アセテート,acetate
小耳,Overheard
車体,The body
かわい子,Cute child
体液,Body fluids
議,Discussions
言い合,To say if
アラート,Alert
通り道,path
転倒,Turnover
学歴,Academic background
干上が,Hiaga
外来,Foreign
急性,acute
無駄話,Idle talk
取り敢えず,For the time being
天窓,Skylight
先見,Foresight
名無し,Nameless
生き甲斐,Salt of life
こりゃあ,Koryaa
円形,Round
開封,Opened
死に際,Deathbed
軽食,Light meal
長崎,Nagasaki
車道,roadway
一日,one day
成就,Fulfillment
不祥,Ill-omened
澤木,Sawaki
質疑,Question
改築,Reconstruction
八方,All sides
微量,Very small amount
示せ,Shimese
宮,Miya
調,Tone
幹事,Executive secretary
生き埋め,Buried alive
青少年,youth
結びつき,Ties
無償,Free of charge
精算,pay off
風変わり,Quirky
家屋,House
早死に,Premature death
旅程,itinerary
光学,Optics
毎分,Per minute
アルバ,Alba
あぁぁ,Aa
加賀,Kaga
実弾,Live ammunition
急患,Emergency case
入社,Joined
内視,Endoscopic
逆行,Retrograde
他意,Malice
係員,The attendant
四十,Forty
緯度,latitude
私情,Personal feelings
盟約,Covenant
名家,Distinguished family
触発,Inspired by
直径,diameter
ベアトリス,Beatrice
病理,Pathology
アスタポー,Asutapo
アレクシス,Alexis
アトリー,Utley
手製,Handmade
何しろ,Anyway
渡航,Voyage
航海士,Navigator
品種,Kind
見地,Point of view
光三,Mitsuzo
皮下,subcutaneous
野性,wild
ラザニア,Lasagna
空挺,Airborne
果てし,Extremity
都心,City center
吉良,Kira
着れ,Wear
政党,Political party
霊感,inspiration
打ち解け,Frank
発端,Beginning
買い得,Bargain
役立て,Help
辺境,Remote region
見向き,Mimuki
アービング,Irving
人脈,Personal connections
小石,Pebble
悪あがき,Wicked play
連動,Linkage
五百,Five hundreds
シニア,Senior
ジリアン,Gillian
伝記,biography
回帰,Recursion
密会,Secret meeting
優美,Grace
司書,librarian
比率,ratio
情事,Love affair
相場,Market price
言いかけ,Over a period of say
生い立ち,Upbringing
決死,Preparedness for death
鉄鋼,Iron and steel
引っぱ,Tensile
引越,moving
あやし,Cradling
工芸,Crafts
磁場,magnetic field
横流し,Diversion into illegal channels
台帳,Ledger
確約,Definite promise
減量,Weight loss
住み,To live
騎手,Jockey
射止め,Snatched
野次馬,Yajiuma
絶品,Rarity
キャビア,caviar
テイクアウト,Take-out
騒乱,Riot
解約,Cancellation
アマドール,Amador
展覧,Trade shows
同罪,Same offense
矢口,Yaguchi
人め,People Me
破局,catastrophe
私書,I Statement
強気,strong
鉄線,Iron wire
一行,Party
土星,Saturn
合わ,Fit
発着,Arrival and departure
壁外,Kabegai
素朴,Simplicity
施し,Subjected
みち子,Michiko
悔い改め,Repentance
不貞,Infidelity
不明生物,Unknown organisms
挙動,behavior
野戦,field
ダイアル,dial
聞き分け,Meek
無駄足,Fool's errand
警笛,horn
売国,Betrayal of one's own country
死滅,Killing
エクアドル,Ecuador
引き合わ,Drawn together
開花,Blooming
超過,Excess
催涙,Tear
半々,Half and half
アントワーヌ,Antoine
ヤマアラシ,Porcupine
下落,Decline
委託,Consign
幾何,Geometry
アスティー,Asuti
食らえだ,I Kurae
両国,Both countries
下向け,For under
食肉,meat
格別,Exceptional
斜面,Slope
低空,Low altitude
創立,Founding
怪力,Superhuman strength
そよ風,Gentle breeze
分霊,Bunrei
周到,Scrupulous
ぶら下げ,Hanging
正論,Sound argument
ジェファソニアン,Jefasonian
星々,stars
両替,Currency exchange
武君,Takeshi-kun
甘美,sweet
垣内,Kakiuchi
処遇,treatment
接合,Joining
吉岡,Yoshioka
当行,The Bank
終点,end point
アニル,Anil
途上,Developing
手掛り,Clue
アクア,Aqua
感受,Sensitive
茶化,Tea of
結託,collusion
個展,Personal exhibition
話だ,Story
小鬼,IMP
アイモ,Aimo
水浸し,Flooded
水圧,Hydraulic pressure
１人暮らし,1 person living
講座,Course
半球,hemisphere
腕立て,Pushups
日頃,Daily
突破口,The breakthrough
全霊,Whole soul
生々し,Vivid
千,thousand
白痴,Idiocy
特急,Limited express
融通,Accommodation
南方,South
アラソルン,Arasorun
持ち株,Holding
小村,Komura
部類,class
木製,wooden
道義,Morality
走査,scanning
取り柄,Merit
南ア,South Africa
色気,sex appeal
重体,Seriously ill
南京,Nanjing
魔王,Devil
計量,Measurement
手放せ,Parted
一石,One stone
制約,Restriction
下町,Downtown
水没,Submerge
アバター,Avatar
不確か,Uncertain
後世,Posterity
日よ,Day
勝機,Chance of victory
伝票,Voucher
岩本,Iwamoto
眼中,Eye
耐久,Endurance
助成,Assistance
バラ色,Rose color
シェイクスピア,Shakespeare
多勢,Great number
アラーナ,Arana
渋谷,Shibuya
アーロ,Arlo
売り出,Out for sale
尋常,Usual
針路,course
シーモア,Seymour
合言葉,Watchword
社用,Company business
腕力,Physical strength
教職,The teaching profession
園芸,Horticulture
死霊,Ghost
求愛,Courtship
イェンア,Ien'a
女好き,Fondness for women
置物,ornament
袋小路,Blind alley
遊び場,playground
占い師,fortune teller
家臣,Vassal
変われ,Kaware
手形,Promissory note
独学,Self-study
女め,Woman Me
呼び覚ま,Call Satoshima
残存,The remaining
打ち付け,Strike
軽々し,Karugarushi
売り込み,Sales promotion
風速,wind speed
造れ,Make
里山,Satoyama
即位,Enthronement
カジュアル,casual
無駄骨,Waste of time and effort
朝メシ,Morning meal
床下,Under the floor
選抜,Selection
盲点,blind spot
目論,Eyes Theory
州境,State boundary
名目,nominal
清水,Clear water
文通,Correspondence
想起,Recall
諸々,Various
生後,Postnatal
鹿間,Shikama
交え,Sprinkled
溶解,Solution
指さ,Pointed to
機敏,Quick
総額,the amount
生きもの,Creatures
大方,Majority
原動,Motive
極上,Best
同定,Identification
頭金,down payment
奪取,Seizure
冥福,Happiness in the next world
王宮,Royal Palace
もぎ取,Mogito
全権,Full authority
広島,Hiroshima
ざまあみ,Zamaami
引き鉄,Pull iron
銀貨,Silver coins
ヶ国,Countries
焼き付け,Baking
マドモアゼル,Mademoiselle
孩子,孩子
鉱石,ore
陸地,Land
降り立,Down stand
命綱,lifeline
売店,Shop
破水,Water breaking
関数,function
容量,capacity
思い上が,Above thoughts
営,Management
起床,Rising
環状,Annular
因,Cause
来襲,Attack
総帥,Leader
取り去,Torisa
取り出し,take out
起き上がれ,Get up
貞子,Sadako
強ま,Tsuyoma
日和,Weather
因为,In为
不時,Unexpectedness
三昧,Zanmai
立案,Design
直結,Direct connection
主公,The main public
菅野,Kanno
